Name,Category,ProductCode_เดิม,รหัสที่สกัดได้,Supplier(P-xx),ชั้นราคา,พบจาก,ตรงแคตตาล็อก,สถานะ
พัดลมห้อยคอ / Hanging Neck Fan DF1420(P-09),Gift Set,DF1420(P-09)-50,DF1420,P-09,50,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
พัดลมห้อยคอ / Hanging Neck Fan DF1420(P-09),Gift Set,DF1420(P-09)-20,DF1420,P-09,20,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Hanging neck พัดลม+ที่ใส่ปากกา แบบถ้วยรางวัลเรืองแสง (Trophy Night Lig,Gift Set,TYD0662(P-PT)-500,TYD0662,P-PT,500,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Hanging neck พัดลม+ที่ใส่ปากกา แบบถ้วยรางวัลเรืองแสง (Trophy Night Lig,Gift Set,TYD0662(P-PT)-20,TYD0662,P-PT,20,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Hanging neck พัดลม+ที่ใส่ปากกา แบบถ้วยรางวัลเรืองแสง (Trophy Night Lig,Gift Set,TYD0662(P-PT)-10,TYD0662,P-PT,10,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Hanging neck พัดลม+ที่ใส่ปากกา แบบถ้วยรางวัลเรืองแสง (Trophy Night Lig,Gift Set,TYD0662(P-PT)-100,TYD0662,P-PT,100,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Hanging neck พัดลม+ที่ใส่ปากกา แบบถ้วยรางวัลเรืองแสง (Trophy Night Lig,Gift Set,TYD0662(P-PT)-50,TYD0662,P-PT,50,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Sport ขวด + hanging neck พัดลม TFA-2(P-02),Gift Set,TFA-2(P-02)-500,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Sport ขวด + hanging neck พัดลม TFA-2(P-02),Gift Set,TFA-2(P-02)-10,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Sport ขวด + hanging neck พัดลม TFA-2(P-02),Gift Set,TFA-2(P-02)-20,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Sport ขวด + hanging neck พัดลม TFA-2(P-02),Gift Set,TFA-2(P-02)-50,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Sport ขวด + hanging neck พัดลม TFA-2(P-02),Gift Set,TFA-2(P-02)-100,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
เชือกกระโดด Digital TS0212(P-09),Gift Set,TS0212(P-09)-500,TS0212,P-09,500,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เชือกกระโดด Digital TS0212(P-09),Gift Set,TS0212(P-09)-100,TS0212,P-09,100,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เชือกกระโดด Digital TS0212(P-09),Gift Set,TS0212(P-09)-10,TS0212,P-09,10,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เชือกกระโดด Digital TS0212(P-09),Gift Set,TS0212(P-09)-20,TS0212,P-09,20,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เชือกกระโดด Digital TS0212(P-09),Gift Set,TS0212(P-09)-50,TS0212,P-09,50,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เครื่องตัดเล็บไฟฟ้า TZ0110(P-09),Gift Set,TZ0110(P-09)-10,TZ0110,P-09,10,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เครื่องตัดเล็บไฟฟ้า TZ0110(P-09),Gift Set,TZ0110(P-09)-20,TZ0110,P-09,20,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดแก้วคริสตัล+ ร่ม TBS01-2(P-05),Gift Set,TBS01-2(P-05)-50,TBS01-2,P-05,50,ProductCode,TBS01-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ร่ม TBS01-2(P-05),Gift Set,TBS01-2(P-05)-20,TBS01-2,P-05,20,ProductCode,TBS01-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ร่ม TBS01-2(P-05),Gift Set,TBS01-2(P-05)-10,TBS01-2,P-05,10,ProductCode,TBS01-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ร่ม TBS01-2(P-05),Gift Set,TBS01-2(P-05)-500,TBS01-2,P-05,500,ProductCode,TBS01-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ร่ม TBS01-2(P-05),Gift Set,TBS01-2(P-05)-100,TBS01-2,P-05,100,ProductCode,TBS01-2,ตรงแคตตาล็อก (set)
แฟลชไดร์ฟ USB 3.0 แบบพลาสติก,Flash Drive,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ขวดแก้วคริสตัล+ สมุดโน๊ต TBS02-2(P-02),Gift Set,TBS02-2(P-02)-10,TBS02-2,P-02,10,ProductCode,TBS02-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต TBS02-2(P-02),Gift Set,TBS02-2(P-02)-20,TBS02-2,P-02,20,ProductCode,TBS02-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต TBS02-2(P-02),Gift Set,TBS02-2(P-02)-100,TBS02-2,P-02,100,ProductCode,TBS02-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต TBS02-2(P-02),Gift Set,TBS02-2(P-02)-50,TBS02-2,P-02,50,ProductCode,TBS02-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต TBS02-2(P-02),Gift Set,TBS02-2(P-02)-500,TBS02-2,P-02,500,ProductCode,TBS02-2,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ปากกา + สมุดโน๊ต TBS02-3(P-02),Gift Set,TBS02-3(P-02)-10,TBS02-3,P-02,10,ProductCode,TBS02-3,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ปากกา + สมุดโน๊ต TBS02-3(P-02),Gift Set,TBS02-3(P-02)-20,TBS02-3,P-02,20,ProductCode,TBS02-3,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ปากกา + สมุดโน๊ต TBS02-3(P-02),Gift Set,TBS02-3(P-02)-500,TBS02-3,P-02,500,ProductCode,TBS02-3,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ปากกา + สมุดโน๊ต TBS02-3(P-02),Gift Set,TBS02-3(P-02)-50,TBS02-3,P-02,50,ProductCode,TBS02-3,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ ปากกา + สมุดโน๊ต TBS02-3(P-02),Gift Set,TBS02-3(P-02)-100,TBS02-3,P-02,100,ProductCode,TBS02-3,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา TBS02-4(P-02),Gift Set,TBS02-4(P-02)-500,TBS02-4,P-02,500,ProductCode,TBS02-4,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา TBS02-4(P-02),Gift Set,TBS02-4(P-02)-20,TBS02-4,P-02,20,ProductCode,TBS02-4,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา TBS02-4(P-02),Gift Set,TBS02-4(P-02)-50,TBS02-4,P-02,50,ProductCode,TBS02-4,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา TBS02-4(P-02),Gift Set,TBS02-4(P-02)-10,TBS02-4,P-02,10,ProductCode,TBS02-4,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา TBS02-4(P-02),Gift Set,TBS02-4(P-02)-100,TBS02-4,P-02,100,ProductCode,TBS02-4,ตรงแคตตาล็อก (set)
ร่ม + ขวดแก้วคริสตัล+ สมุดโน๊ต + ปากกา TBS03-4(P-06),Gift Set,TBS03-4(P-06)-500,TBS03-4,P-06,500,ProductCode,TBS03-4,ตรงแคตตาล็อก (set)
ร่ม + ขวดแก้วคริสตัล+ สมุดโน๊ต + ปากกา TBS03-4(P-06),Gift Set,TBS03-4(P-06)-100,TBS03-4,P-06,100,ProductCode,TBS03-4,ตรงแคตตาล็อก (set)
ร่ม + ขวดแก้วคริสตัล+ สมุดโน๊ต + ปากกา TBS03-4(P-06),Gift Set,TBS03-4(P-06)-20,TBS03-4,P-06,20,ProductCode,TBS03-4,ตรงแคตตาล็อก (set)
ร่ม + ขวดแก้วคริสตัล+ สมุดโน๊ต + ปากกา TBS03-4(P-06),Gift Set,TBS03-4(P-06)-50,TBS03-4,P-06,50,ProductCode,TBS03-4,ตรงแคตตาล็อก (set)
ร่ม + ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา TBS02-5(P-06),Gift Set,TBS02-5(P-06)-100,TBS02-5,P-06,100,ProductCode,TBS02-5,ตรงแคตตาล็อก (set)
ร่ม + ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา TBS02-5(P-06),Gift Set,TBS02-5(P-06)-10,TBS02-5,P-06,10,ProductCode,TBS02-5,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา + ลำโพง + เพาเวอร์แบงค์ T,Gift Set,TBS02-6(P-03)-100,TBS02-6,P-03,100,ProductCode,TBS02-6,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา + ลำโพง + เพาเวอร์แบงค์ T,Gift Set,TBS02-6(P-03)-500,TBS02-6,P-03,500,ProductCode,TBS02-6,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา + ลำโพง + เพาเวอร์แบงค์ T,Gift Set,TBS02-6(P-03)-10,TBS02-6,P-03,10,ProductCode,TBS02-6,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา + ลำโพง + เพาเวอร์แบงค์ T,Gift Set,TBS02-6(P-03)-20,TBS02-6,P-03,20,ProductCode,TBS02-6,ตรงแคตตาล็อก (set)
ขวดแก้วคริสตัล+ สมุดโน๊ต + แฟลชไดร์ฟ + ปากกา + ลำโพง + เพาเวอร์แบงค์ T,Gift Set,TBS02-6(P-03)-50,TBS02-6,P-03,50,ProductCode,TBS02-6,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด + ร่ม TBS01(P-05),Gift Set,TBS01(P-05)-100,TBS01,P-05,100,ProductCode,TBS01,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด + ร่ม TBS01(P-05),Gift Set,TBS01(P-05)-50,TBS01,P-05,50,ProductCode,TBS01,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด + ร่ม TBS01(P-05),Gift Set,TBS01(P-05)-500,TBS01,P-05,500,ProductCode,TBS01,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด + ร่ม TBS01(P-05),Gift Set,TBS01(P-05)-10,TBS01,P-05,10,ProductCode,TBS01,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด + ร่ม TBS01(P-05),Gift Set,TBS01(P-05)-20,TBS01,P-05,20,ProductCode,TBS01,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด +  สมุดโน๊ต TBS01(P-05),Gift Set,TBS02(P-02)-10,TBS02,P-02,10,ProductCode,TBS02,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด +  สมุดโน๊ต TBS01(P-05),Gift Set,TBS02(P-02)-20,TBS02,P-02,20,ProductCode,TBS02,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด +  สมุดโน๊ต TBS01(P-05),Gift Set,TBS02(P-02)-50,TBS02,P-02,50,ProductCode,TBS02,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด +  สมุดโน๊ต TBS01(P-05),Gift Set,TBS02(P-02)-500,TBS02,P-02,500,ProductCode,TBS02,ตรงแคตตาล็อก (set)
ขวดแก้วโบโรซิลิเกตทรงสูงขวด +  สมุดโน๊ต TBS01(P-05),Gift Set,TBS02(P-02)-100,TBS02,P-02,100,ProductCode,TBS02,ตรงแคตตาล็อก (set)
Sports wash bag with Quick-dry towel+Skip Rope+Sports cup+พัดลม mini T,Gift Set,TPV5-4(P-BG)-10,TPV5-4,P-BG,10,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Sports wash bag with Quick-dry towel+Skip Rope+Sports cup+พัดลม mini T,Gift Set,TPV5-4(P-BG)-20,TPV5-4,P-BG,20,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Sports wash bag with Quick-dry towel+Skip Rope+Sports cup+พัดลม mini T,Gift Set,TPV5-4(P-BG)-50,TPV5-4,P-BG,50,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Sports wash bag with Quick-dry towel+Skip Rope+Sports cup+พัดลม mini T,Gift Set,TPV5-4(P-BG)-100,TPV5-4,P-BG,100,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
